strike,type,premium
30.0,P,0.45
42.5,P,1.64
45.0,P,2.05
50.0,P,3.16
55.0,P,4.7
60.0,C,8.28
70.0,C,4.15
80.0,C,2.05
90.0,C,1.2
100.0,C,0.81
