strike,type,premium
33.5,P,0.44
35.0,P,0.53
36.0,P,0.59
38.0,P,0.74
40.0,P,0.92
45.5,P,1.7
48.0,P,2.21
49.0,P,2.45
50.0,P,2.71
57.0,C,9.8
57.0,P,5.07
58.0,P,5.48
59.5,C,8.43
60.5,C,7.91
60.5,P,6.6
61.0,C,7.66
61.5,C,7.42
62.0,C,7.18
63.0,C,6.72
65.0,C,5.88
68.0,C,4.78
70.0,C,4.16
70.0,P,12.15
71.0,C,3.89
75.0,C,2.97
79.0,C,2.32
80.0,C,2.19
90.0,C,1.36
95.0,C,1.13
100.0,C,0.96
145.0,C,0.35
