strike,type,premium
50.0,C,14.68
53.0,P,4.64
55.0,P,5.34
60.0,C,8.67
60.0,P,7.41
65.0,C,6.36
70.0,C,4.61
75.0,C,3.29
85.0,C,1.74
88.0,C,1.47
100.0,C,0.88
150.0,C,0.32
