strike,type,premium
27.0,P,0.24
34.5,P,0.55
37.0,P,0.73
38.0,P,0.82
38.5,P,0.86
41.0,C,21.45
41.5,P,1.2
42.0,P,1.27
50.0,P,2.91
54.0,C,11.67
55.0,P,4.51
58.5,C,9.03
59.5,P,6.35
60.0,C,8.23
60.0,P,6.58
60.5,C,7.98
60.5,P,6.82
61.0,C,7.73
64.0,C,6.36
65.0,C,5.95
68.0,C,4.84
70.0,C,4.21
72.5,C,3.55
74.0,C,3.21
75.0,C,3.01
78.0,C,2.5
80.0,C,2.22
82.0,C,1.99
85.0,C,1.71
90.0,C,1.37
100.0,C,0.95
140.0,C,0.38
160.0,C,0.28
