strike,type,premium
35.0,P,0.74
38.0,P,1.03
40.0,P,1.27
40.5,P,1.34
44.0,P,1.91
45.0,P,2.1
50.0,C,14.48
50.0,P,3.32
55.0,C,11.23
55.0,P,4.95
56.0,P,5.33
58.0,P,6.14
58.5,C,9.22
59.5,C,8.69
60.0,C,8.43
60.0,P,7.02
60.5,C,8.18
61.0,C,7.93
61.0,P,7.49
61.5,C,7.69
61.5,P,7.74
62.0,C,7.45
63.0,C,6.99
64.5,C,6.35
65.0,C,6.56
67.0,C,5.38
70.0,C,4.39
75.0,C,3.13
80.0,C,2.33
85.0,C,1.78
85.0,P,24.81
90.0,C,1.42
95.0,C,1.17
100.0,C,0.98
105.0,C,0.84
120.0,C,0.56
125.0,C,0.51
150.0,C,0.34
